qid,system,score,rank
4552,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,35
4553,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,91
4554,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4555,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4556,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4557,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,59
4558,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4559,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4560,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4561,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4562,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4563,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4565,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4566,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4567,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4568,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4569,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4570,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4571,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4572,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4573,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4575,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4576,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,24
4577,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4579,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4581,rer_bge_m3_hybrid_513_nemotron_tk1000,0.2,5
4582,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4584,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4585,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4587,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,13
4588,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4589,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4590,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4591,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4592,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4593,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4595,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4596,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4597,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4598,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4599,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4601,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4602,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,27
4604,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4605,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4606,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,77
4607,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4608,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4609,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4610,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4613,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4615,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4616,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4617,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,63
4618,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4619,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4621,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4622,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,161
4623,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4624,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4625,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4626,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,64
4627,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4628,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4629,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4631,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,12
4632,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,27
4633,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4634,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4635,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4636,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4637,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,29
4638,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4639,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4640,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4641,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4642,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4643,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4644,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4645,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,10
4646,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,12
4647,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4648,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4649,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,6
4650,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4651,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4652,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4653,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4654,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4655,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4656,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4657,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4658,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4660,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4661,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4662,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4663,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4664,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4666,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4667,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,81
4668,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,11
4671,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4672,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4676,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4678,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4679,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4680,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4681,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4682,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4683,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4684,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4685,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4686,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4687,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,8
4688,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4689,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4690,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4691,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4692,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4693,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4694,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4696,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4697,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4698,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4699,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,102
4701,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4703,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4705,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4706,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4707,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,89
4708,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4709,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,102
4710,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4711,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4712,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4713,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4714,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4715,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4716,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4717,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,680
4718,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4720,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4722,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4723,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4724,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4725,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4726,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4727,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4729,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4730,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4731,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4732,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4734,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,62
4736,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4737,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,12
4738,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4739,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,10
4740,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4741,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4742,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,15
4743,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4744,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4745,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4746,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4748,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4749,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4751,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4752,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4754,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4755,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4757,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4758,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4760,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4761,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4762,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,48
4763,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4764,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4765,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,8
4766,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4767,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4768,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,19
4769,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4770,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4771,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4772,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4773,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4774,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4776,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4777,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4778,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4779,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4780,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4782,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4783,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4784,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4785,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,54
4786,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4787,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4788,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4789,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,9
4790,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4791,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,34
4792,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4793,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4794,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,10
4795,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,14
4796,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4797,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4798,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,8
4799,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,7
4800,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4801,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4802,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4803,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4804,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4806,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4807,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4808,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4811,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4813,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4814,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4815,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4816,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4817,rer_bge_m3_hybrid_513_nemotron_tk1000,0.2,5
4818,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4819,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4820,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4822,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4823,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,18
4824,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4825,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4826,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4827,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4828,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,18
4829,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4830,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4831,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4832,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4833,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,238
4834,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4835,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,22
4837,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4838,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4839,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4840,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4841,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,7
4842,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,24
4843,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4844,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,7
4850,rer_bge_m3_hybrid_513_nemotron_tk1000,0.2,5
4851,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4852,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4853,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4854,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4855,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4856,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4858,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4859,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4860,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4862,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4863,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4864,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4865,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4866,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4867,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4869,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4870,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4871,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4872,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,6
4873,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4874,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4875,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4877,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4878,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4879,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,14
4880,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4881,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4883,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4884,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4887,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,7
4888,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4889,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4890,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,639
4892,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4893,rer_bge_m3_hybrid_513_nemotron_tk1000,0.2,5
4894,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4895,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4896,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4897,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,8
4898,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4899,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4900,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4902,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4903,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,52
4904,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4905,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4906,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4907,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4908,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4910,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4911,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,12
4913,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4914,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4915,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4916,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4917,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4918,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4919,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4920,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4922,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4923,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4926,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4927,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4928,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4929,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,78
4930,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4931,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4932,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4933,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4934,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4935,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4937,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4938,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4939,rer_bge_m3_hybrid_513_nemotron_tk1000,0.25,4
4940,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4941,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,30
4942,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4944,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4945,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4947,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4948,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,383
4951,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4952,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4954,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4955,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,32
4956,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4959,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4960,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,16
4961,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4962,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4963,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4964,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4965,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
4966,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4967,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4968,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4969,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4970,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4971,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4972,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4973,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4974,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4975,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,15
4976,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4977,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4978,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4979,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4980,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4981,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
4982,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4983,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,18
4984,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,6
4985,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4986,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,174
4987,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4988,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4989,rer_bge_m3_hybrid_513_nemotron_tk1000,0.2,5
4990,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4991,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4993,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4994,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
4995,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4996,rer_bge_m3_hybrid_513_nemotron_tk1000,0.5,2
4999,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5000,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5001,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5003,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,7
5004,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5005,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5006,rer_bge_m3_hybrid_513_nemotron_tk1000,0.3333333333333333,3
5007,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,6
5009,rer_bge_m3_hybrid_513_nemotron_tk1000,0.2,5
5010,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5012,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5013,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,21
5015,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5016,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5017,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5018,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,-1
5020,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5021,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5022,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,25
5024,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5025,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,131
5027,rer_bge_m3_hybrid_513_nemotron_tk1000,0.0,373
5028,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
5030,rer_bge_m3_hybrid_513_nemotron_tk1000,1.0,1
